XCoord,YCoord,NAME,STATIONID
118.72074900,32.02148400,苍山路,469
118.71684300,32.02161000,青桐园西,749
118.71369900,32.02264000,绿博园,750
118.72072600,32.02145000,苍山路,469
118.72168700,32.02343800,汇锦国际西,470
118.71452300,32.02347600,扬子江大道·绿博园,3837
