XCoord,YCoord,NAME,STATIONID
118.70076800,32.02809500,中新大道·胜利街,2591
118.70343000,32.03157400,江心洲地铁站,2592
118.70185100,32.03356900,江心洲总站,2838
118.70338400,32.03151700,江心洲地铁站,2592
