XCoord,YCoord,NAME,STATIONID
118.71847500,32.00724400,奥体大街·乐山路,776
118.71600300,32.00812900,奥体大街·大剧院路,777
118.71496600,32.01092900,江苏大剧院,778
118.71655300,32.00579800,乐山路·富春江西街,420
118.71817000,32.00871700,奥体中心西门,421
118.72055100,32.01295100,金陵图书馆,422
118.72040600,32.01295500,金陵图书馆,422
118.71816300,32.00900300,奥体中心西门,421
118.71647600,32.00591300,乐山路·富春江西街,420
