XCoord,YCoord,NAME,STATIONID
118.65619700,32.06274800,万汇城地铁站,2718
118.65785200,32.05884600,浦滨路·浦口大道,2740
118.65797400,32.06524300,镇南河路·万汇城,2739
118.65788300,32.06521200,镇南河路·万汇城,2739
118.65780600,32.05879600,浦滨路·浦口大道,2740
118.65675400,32.06272900,万汇城地铁站,2718
118.65675400,32.06272500,万汇城地铁站,2718
