1,2995,1448.0,1449.0,,,,,
10,776,777.0,778.0,420.0,421.0,422.0,,
2,3029,1444.0,2919.0,2920.0,1445.0,2981.0,,
3,2715,3034.0,2716.0,3651.0,1442.0,1443.0,2895.0,
4,2717,2738.0,3007.0,2746.0,,,,
5,2718,2740.0,2739.0,,,,,
6,2719,,,,,,,
7,2591,2592.0,2838.0,,,,,
8,469,749.0,750.0,470.0,3837.0,,,
9,770,771.0,772.0,423.0,422.0,467.0,468.0,2745.0
